individual_id,period,y,x1,x2,x3,x4,x5,x6,x7,x8,w1,w2
1,1,5.9949312195910816,2.1701427354462086,-1.0118440127334583,-0.38578759378971411,0.55383472898307895,-0.15312885286025932,-0.80761231977219938,0.08112708888195895,1.4761248319471869,0.85954697134297098,-0.071925759602866679
1,2,1.2002687201106117,-0.85998903207009281,-1.0464385260216513,1.2996530972344231,0.24803973366074114,-0.96614778838219684,-1.1677300212893742,1.6949993774297645,0.065318235744612554,-0.89102562834261778,0.31053396495297453
1,3,0.99671057817869158,-0.30168476479060002,-1.6267735650567599,-0.024994750738640714,-2.7152775262374953,0.908154716774214,-0.96198302251850887,1.5856435429771067,-0.83830894750166995,-0.31815703897806868,-0.25186885598802089
1,4,-1.2933624442919465,0.077998234724711582,-0.44758186841249192,-0.83178806401819849,-0.54737228563306273,0.051057980147388105,0.56996401951979936,-1.0105033738858371,-0.4221736479278258,-0.82199525988545796,0.76891530490977067
1,5,3.7658258833768983,1.460228860082055,-2.5302547658176455,-0.13821468984318527,-2.0064917385789789,-0.14236840842022705,0.60102057753452476,-0.80520595316706878,0.056436097557624056,-1.8497472888536048,-0.72892877811774837
1,6,-4.5848193468937231,-0.93064124448483421,-1.001739545049795,-2.5003629864127355,-0.78885204776221163,0.078478715751265346,-1.4463621036411953,0.38115580346967737,-2.0166575183228468,-0.879491574585341,1.2892398139125101
1,7,1.3377130968840683,-0.47342879837442242,-0.52395105465214264,-0.75877789275803187,-0.7542457151530324,1.1415773062116845,-1.5347931268977306,-0.97529727008603739,1.2249497671126814,-0.56972613278421524,-1.9386208689093214
1,8,0.98868345709216365,0.53069226604175568,-0.80721590626860451,0.56948086705881462,-0.91612592321962349,-0.37151950972695486,0.20951990348166333,-1.8008522955315962,-0.86693833277715249,-1.324042536337112,-2.8170980549544367
1,9,1.6866737929472724,0.61776645311775724,-0.72452001715673697,-0.72494179966793548,0.17789114567061343,-0.033738936777764135,-0.85336185074525628,-0.60949776053515081,0.50098511849363803,2.2068254727720218,0.15089339231825394
1,10,2.2030486815463766,0.54795868761605626,-1.9244921266280608,-0.48357611469529649,0.11295685272701136,-1.3410360426741355,-0.53268915973289699,0.82136974198604495,1.4983615264421479,1.3471197943553876,0.579490193358842
2,1,0.80395159941817318,0.8141881284955661,0.41327326492690541,-0.29706717131811744,-0.076117363417558481,-0.71511395663748478,-2.2040173940794996,0.57863176291725982,-0.77303386779126049,-0.62492304760256956,0.60221113448886088
2,2,0.12469132761310053,-0.67571320594953188,-0.27553233259047516,0.23196519705112123,-0.44433228348127124,1.4874825187484568,-1.3246641889399666,-0.31208644587331502,1.376599639407436,0.18594504915686946,-0.77695477483573805
2,3,-0.34913243280656703,-0.060504153079307038,1.0957632285459962,-0.44178938586332112,0.42735229341013131,0.18048805508134919,1.0204912660162213,-0.31384308281106948,-0.66295137788620262,1.1213957068928577,1.4661010798663439
2,4,-3.8769042293108895,-1.1887670983577887,-1.52610081459625,0.28074781841575824,-1.6094023894043135,-1.4550063432087639,-0.75253521345519025,-1.197186799526311,1.3483051659451424,-1.5273076159122696,0.43523647355396028
2,5,0.45824662812582528,0.32204680963808718,-1.2241238005908017,0.096800552229835274,-1.7582375459177093,0.61228240080346863,-0.6159219244517794,1.9798083756863212,0.06770561299892168,-1.033726368210647,-0.34599752449828641
2,6,0.34131172758190964,0.87686351680069563,-1.1767814544251145,-1.3556181532068439,-1.8038512495037686,0.85257228859657586,-0.057964954326055085,0.8719712410934265,-0.94476903462435358,-0.085128191287118682,-0.2455490053299676
